Region,,,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,EU27+UK,USA,USA,USA,USA,USA,USA,USA,RoW,RoW,RoW,RoW,RoW,RoW,RoW,China,China,China,China,China,China,China
EU27+UK,Commodity,Coking Coal,9323.692203004295,40876.82275658978,5293.5011726676685,2761425.485482139,26794081.47597659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28481.860422209826,0.9217026462581979,90.63007078345332,5103.233602860309,218.37221023663025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Other Bituminous Coal,4450475934.404837,108597637.57075515,11298373.182042195,2530742.2995013804,100305872.93826139,0.0,0.0,289.27545533400104,0.0,0.0,0.0,601.6830099242839,0.0,0.0,6978345.847935666,679.9261864769104,5927.45359685437,39334.68559748654,2490566.291164178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Sub-Bituminous Coal,0.0,0.0,8152964.945668989,60814560.134599745,1846956.9396841344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Patent Fuel,13191223.197332181,0.0,0.0,1277610.9273998884,4261631.698809463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30719.874258982512,2.142718784716473,1523.8607326610472,0.06076590807792841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Lignite/Brown Coal,226265311.57633725,253636.69229695204,7899464.331961392,9061827.94770219,99353255.75482987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.111622250111,0.0,1604.5864523847274,1479.424252420392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,BKB/Peat Briquettes,514853472.170042,0.0,24505.3572863446,1246014.4177730037,149838099.3974454,0.0,0.0,0.13316454145885148,0.0,0.0,0.0480738215181792,0.0,0.0,0.0,18495604.76183875,6025.499209960682,93722.57542463743,10352.638511421692,5959.697786814868,0.0,0.0,0.24707201013237481,0.0,0.0,0.08919563411639721,0.0,0.0,0.0
EU27+UK,Commodity,Peat,1242047.031857186,0.0,2264637.956605093,4835447.643914492,360107985.1418367,0.0,0.0,0.0011185038637877176,0.0,0.0,0.00492273860983524,0.0,0.0,0.0,2657650.832906553,28.989504465270354,104471.61330789563,0.5958582888884002,951565.615171595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0,0.0,240682751.95217285,105432649.68818295,133145438.64762655,0.0,0.0,0.0,0.0,0.0,128788107.8831107,2147961.205504403,0.0,0.0,0.0,0.569004658347898,56.320777628070374,108876662.67312528,452289.4665277776,0.0,0.0,0.0,0.0,0.0,0.0,16829253.60055914,0.0,0.0
EU27+UK,Commodity,"Natural gas and services related to natural gas extraction, excluding surveying",0.0,0.0,1278954.2541908822,2227816530.4002395,6883070980.157434,0.0,0.0,0.0,0.0,0.0,200930.06270458625,1238.684784587751,0.0,0.0,180438155.32803735,2164.8854102254995,627828.648271903,85871134.65221941,1741497721.3049786,0.0,0.0,0.0,0.0,0.0,0.0,19191.883551138577,0.0,0.0
EU27+UK,Commodity,Natural Gas Liquids,0.0,0.0,3939.732150350834,679523683.2688482,123873024.97715789,0.0,0.0,0.0,0.0,0.0,0.050041197333735,0.0,0.0,0.0,0.0,3.9959407367900432,1.3785600176172896,0.0030387205331275,244365.506324014,0.0,0.0,0.0,0.0,0.0,0.0014397044820052,0.0,0.0,0.0
EU27+UK,Commodity,Other Hydrocarbons,0.0,0.0,1241144.0090313454,421241108.9178553,3480243.988409814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6162717381065327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Uranium and thorium ores (12),0.0,0.0,10318832.857915167,10918103.770518066,25932631.685903497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1430496211221515,0.0541510237778243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Iron ores,0.0,0.0,685300.1115647168,14861406.407150948,22362847.46657929,0.0,0.0,0.0,0.0,0.0,0.0,202218.07669361713,0.0,0.0,0.0,1.796778842083834,94.65142155597083,55657.393623914075,42359.13685779662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Copper ores and concentrates,0.0,0.0,2336715.868550394,26936204.260554317,179537533.41638684,0.0,0.0,0.0,0.0,0.0,0.0,0.4766241432830363,0.0,0.0,0.0,0.0070448691209257,123.10006962880156,0.0,283903446.2618449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Nickel ores and concentrates,0.0,0.0,328112.2982290299,9184684.548546445,312061.58599304635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.84881215621208,0.0,2069289.73167447,0.0,0.0,0.0,0.0,0.0,0.0,27983.196989894277,0.0,0.0
EU27+UK,Commodity,Aluminium ores and concentrates,0.0,0.0,85468.45947118556,100159.65492785997,25131978.594052006,0.0,0.0,0.0,0.0,0.0,5441.798166195128,24299.27287302244,0.0,0.0,0.0,0.0,630.6355281583145,0.0,11714.272731889921,0.0,0.0,0.0,0.0,0.0,0.0,46690.16155445456,0.0,0.0
EU27+UK,Commodity,Precious metal ores and concentrates,0.0,0.0,268274.1530426253,6001490.699624406,10252557.649285216,0.0,0.0,0.0,0.0,0.0,3.426073283854856,7.087870971488172,0.0,0.0,0.0,0.0,223.10938231631465,0.0,421.2433866464416,0.0,0.0,0.0,0.0,0.0,0.0,151698.76608986742,0.0,0.0
EU27+UK,Commodity,"Lead, zinc and tin ores and concentrates",0.0,0.0,1364665.565389481,3503465.5639866926,380769006.1259248,0.0,0.0,0.0,0.0,0.0,0.0,15.983014299706172,0.0,0.0,0.0,0.0,12.039775426940558,0.0,37755718.96494108,0.0,0.0,0.0,0.0,0.0,0.0,523998.77155710314,0.0,0.0
EU27+UK,Commodity,Other non-ferrous metal ores and concentrates,0.0,0.0,251097.0653977596,370816.9512240804,41029109.90718562,0.0,0.0,0.0,0.0,0.0,3625.847339021623,5037208.776701357,0.0,0.0,0.0,0.1887220606412966,54.87127998354285,57.575597735691176,6781813.400681,0.0,0.0,0.0,0.0,0.0,0.0,27089.440893985786,0.0,0.0
EU27+UK,Commodity,Stone,0.0,0.0,3175379.6227758797,1567375570.884373,568011576.7542,0.0,0.0,0.0,0.0,0.0,0.0,715504.6061196402,0.0,0.0,174785.30590943972,235.04690813652863,319.82444712274315,4787.188351274275,6196114.742701344,0.0,0.0,0.0,0.0,0.0,0.0,1668625.5562103854,0.0,0.0
EU27+UK,Commodity,Sand and clay,0.0,0.0,7911399.361899882,123629245.59064096,900033227.212685,0.0,0.0,212174.15455619042,0.0,0.0,0.0,115483.81123817808,0.0,0.0,269828.54498740425,96.92204044021989,165.38491993825681,280790.3693751511,2839106.4210109957,0.0,0.0,0.0,0.0,0.0,0.0,86065.29411427364,0.0,0.0
EU27+UK,Commodity,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",504669293.318606,0.0,2178905.543661032,22301421.54695822,302432609.10316956,0.0,0.0,722597.72557664,0.0,0.0,0.0,135871.73705851284,0.0,0.0,20321679.29304113,279.75171659305346,1168.1475204337387,367410.93468430615,12872817.39918748,0.0,0.0,0.0,0.0,0.0,0.0,277873.5798388301,0.0,0.0
EU27+UK,Commodity,Products of meat cattle,31829557518.15092,57758915.33771312,12482066.500125382,222054.75740431185,410001879.5003643,0.0,0.0,30993126.53537266,0.0,0.0,0.0,6418.600349962361,0.0,0.0,997856010.4037411,3784.900853344904,883817.7187939193,0.0,258163.60330085232,0.0,0.0,4470160.740229663,0.0,0.0,0.0,119381.92571073207,0.0,0.0
EU27+UK,Commodity,Products of meat pigs,31155256123.817005,109522815.98085982,26774586.23169061,223124.20737922392,353427233.35910827,0.0,0.0,243941548.20259538,0.0,0.0,0.0,545091.2839414407,0.0,0.0,2130772867.225085,25621.006390736533,87793.82122229057,0.0,59394335.95681625,0.0,0.0,1137291132.0251205,0.0,0.0,0.0,430745.71827613947,0.0,0.0
EU27+UK,Commodity,Products of meat poultry,58846069914.01721,212414986.58084875,4037664.663306465,224045.9924488503,318713287.9127608,0.0,0.0,4907989.486573368,0.0,0.0,0.0,10887.472843548521,0.0,0.0,1847529568.4779522,5737.851674661081,41326.09365937416,0.0,1863710.7439516915,0.0,0.0,11262729.154766433,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Meat products nec,102216159939.72311,170298524.4360443,53804789.023008905,123243.10754197314,1555830017.7544858,0.0,0.0,100299132.43029934,0.0,0.0,0.0,523186.2353060272,0.0,0.0,1951484893.3757856,187950.44026965144,457735.91032046673,0.0,5960185.552654254,0.0,0.0,153150749.585881,0.0,0.0,0.0,432601.75597835495,0.0,0.0
EU27+UK,Commodity,products of Vegetable oils and fats,5323637925.043526,7774266.231849859,10041348.103980722,225200.9069292217,262528607.59497526,0.0,0.0,280266899.1151939,0.0,0.0,0.0,693105.1455586936,0.0,0.0,1934344505.2270958,12.20375020641433,17626.773501033495,0.0,10713483.027467366,0.0,0.0,0.0,0.0,0.0,0.0,2183385.3470628876,0.0,0.0
EU27+UK,Commodity,Dairy products,109717009812.8523,185107397.14860666,72118286.58951804,222930.48321796747,1174691821.1542752,0.0,0.0,1125746316.6339831,0.0,0.0,0.0,2152419.022478178,0.0,0.0,10787405847.21374,147117.84614532997,541188.2133785308,0.0,22378176.12447845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Processed rice,1498087302.6051853,3376809.02421776,29950415.86601853,225872.07524859114,25646197.101454165,0.0,0.0,17975700.656307418,0.0,0.0,0.0,5832.2024678028765,0.0,0.0,152491769.267008,4215.2009840907285,2098564.4435786824,0.0,213257.95395881066,0.0,0.0,0.0,0.0,0.0,0.0,1.9592331219554062,0.0,0.0
EU27+UK,Commodity,Sugar,8800986799.365595,21684759.97647564,8294838.882704119,225194.43857422593,88148326.9018805,0.0,0.0,1382439.388027006,0.0,0.0,0.0,3859.6069212608504,0.0,0.0,1272313714.441829,63.504268537635234,50812.05382453102,0.0,1389314.6529122067,0.0,0.0,514338.9502435523,0.0,0.0,0.0,3822.4981288798217,0.0,0.0
EU27+UK,Commodity,Food products nec,328005958601.17615,910102565.3346152,723384869.205458,223897.57802591586,3732229083.7044306,0.0,0.0,5276601673.178057,0.0,0.0,0.0,6513115.087209521,0.0,0.0,46200524213.64632,1548170.588055382,139746470.8897421,0.0,206444676.40400666,0.0,0.0,4808099981.656894,0.0,0.0,0.0,2141034.480164279,0.0,0.0
EU27+UK,Commodity,Beverages,55983040895.45602,67132824.68186153,39390549.231586955,223361.18428355368,1456334525.0326045,0.0,0.0,13077641908.362701,0.0,0.0,0.0,22452808.99476469,0.0,0.0,19113022384.392323,153544.9999830555,1356568.780941357,0.0,36121100.470882475,0.0,0.0,0.0,0.0,0.0,0.0,55012897.18989309,0.0,0.0
EU27+UK,Commodity,Fish products,13905475042.495157,118024794.12747967,106317537.16931863,225745.6697772869,145486310.3679781,0.0,0.0,457049766.402756,0.0,0.0,0.0,3739199.1130752675,0.0,0.0,3991802143.698805,21874.90923190063,239957.172753528,0.0,20470280.282499693,0.0,0.0,1026083269.3997742,0.0,0.0,0.0,151467.2237813729,0.0,0.0
EU27+UK,Commodity,Tobacco products (16),18097704346.31884,11402208.073344547,23465635.91211143,341822.94798479066,1283140558.0476096,0.0,0.0,51748405.01461257,0.0,0.0,0.0,56608.73190269391,0.0,0.0,4026310989.343875,6.722175959449295,0.0,0.0,14687002.7218509,0.0,0.0,0.0,0.0,0.0,0.0,1239261.8451179725,0.0,0.0
EU27+UK,Commodity,Textiles (17),56076476980.50111,212869138.23012376,142873649.17110544,1872747070.2351935,843522736.7420954,0.0,0.0,2151631051.1858053,0.0,0.0,3061664.18173619,10487868.964130834,0.0,0.0,10206224433.159557,5798198.295246151,6827200.970090644,452491073.1847262,1445559960.7434537,0.0,0.0,4492472.095846102,0.0,0.0,0.0,8419305.292035129,0.0,0.0
EU27+UK,Commodity,Wearing apparel; furs (18),90123802797.82466,444050179.62608296,183711207.70485684,124217091.21525656,1452188881.0643,0.0,0.0,2945861783.109798,0.0,0.0,0.0,1838101.302578595,0.0,0.0,19087766988.614456,497916.3119751301,77590476.12272198,28587803.950629737,16916301.708025046,0.0,0.0,1609454268.40535,0.0,0.0,0.0,28113207.330053557,0.0,0.0
EU27+UK,Commodity,Leather and leather products (19),23627156997.47721,53971004.48488887,118745751.26367635,124565957.27667803,1866124021.846929,0.0,0.0,2725093302.003105,0.0,0.0,0.0,15162834.881878763,0.0,0.0,9813836681.111746,5629946.715389625,6037744.834061328,140.68950503165976,42171808.0424262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),17530434689.4591,0.0,217259.78444337344,8374685194.600793,2627580384.154061,0.0,0.0,245555159.65327358,0.0,0.0,17671351.65407973,15591860.641886933,0.0,0.0,1249218251.061923,13866.060911282435,284058.31337908795,1292475995.369111,86735640.62557125,0.0,0.0,4075670.7235708768,0.0,0.0,2825920.3360385783,241419.15486911376,0.0,0.0
EU27+UK,Commodity,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Pulp,0.0,0.0,486356758.63196796,4.121654317009925,2654597080.8665404,0.0,0.0,0.0,0.0,0.0,0.0,434762.86164118606,0.0,0.0,0.0,14504492.406767294,23860014.47315704,55521.954800361076,84542282.44929905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Paper and paper products,18824228324.162857,0.0,327846851.2243798,12562.65797464685,2138445805.7416158,0.0,0.0,734213433.5672846,0.0,0.0,0.0,2460769.146613841,0.0,0.0,8909228944.980272,34517135.601084374,30476916.317837775,0.0,192400022.03480786,0.0,0.0,35783605.53921566,0.0,0.0,0.0,15440443.471703684,0.0,0.0
EU27+UK,Commodity,Printed matter and recorded media (22),70249899064.08122,444996445.994673,1781462219.7379696,35508972623.99271,1689448618.5723515,0.0,0.0,814637177.5556614,0.0,0.0,0.0,995776.5607160093,0.0,0.0,2782388005.8344197,26999538.387938526,44248982.16406079,121702952.45494395,15590235.48054826,0.0,0.0,0.0,0.0,0.0,0.0,14848158.98594727,0.0,0.0
EU27+UK,Commodity,Coke Oven Coke,356611088.55367845,567545.3140644256,1219617.6099304415,0.0,217974860.7050565,0.0,0.0,0.015766719357844065,0.0,0.0,0.0,0.0,0.0,0.0,52085164.33755306,6.190478570828157,8574.871663979859,0.0,105333347.56764746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Gas Coke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Coal Tar,0.0,0.0,0.0,0.0,3469479.859429518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7495.941770464304,0.0,0.0,0.0,4.183434916038081,0.0,0.0,0.0,0.0,0.0,0.0,606.063221134915,0.0,0.0
EU27+UK,Commodity,Motor Gasoline,96467854484.59436,21247251.676859945,30565865.102699395,0.0,1263184882.6190503,0.0,0.0,5847654921.94696,0.0,0.0,0.0,1599573.4534583916,0.0,0.0,18164830833.864464,7241044.549841159,8572305.389215915,0.0,132200454.39249696,0.0,0.0,209262501.4274973,0.0,0.0,0.0,1209258.678958856,0.0,0.0
EU27+UK,Commodity,Aviation Gasoline,8366904.815159264,38487.66411925325,26666.254196672253,0.0,2374259.3967598095,0.0,0.0,49424.63758001978,0.0,0.0,0.0,3301.459635062549,0.0,0.0,922351.3696285486,6.4398591177740805,62385.48485183241,0.0,7923.03475572781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Gasoline Type Jet Fuel,1017761.8956550052,0.0,5912.74188227526,0.0,189083.82976297458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EU27+UK,Commodity,Kerosene Type Jet Fuel,825010183.0102425,4105837.707634972,7180135.042992791,0.0,264022236.75562188,0.0,0.0,7341937.637938486,0.0,0.0,0.0,1207001.950443431,0.0,0.0,71686247.95885453,10777.912756703052,105380.47194342906,0.0,4736552.886295415,0.0,0.0,14660.4150314298,0.0,0.0,0.0,580.1317873296027,0.0,0.0
EU27+UK,Commodity,Kerosene,4314906982.802087,0.0,0.0,0.0,43251916.55231548,0.0,0.0,34326907.8119015,0.0,0.0,0.0,11695.511110020425,0.0,0.0,109594485.0688703,0.0,0.0,0.0,85605.26851588023,0.0,0.0,138257.69033531783,0.0,0.0,0.0,41222.627455858914,0.0,0.0
EU27+UK,Commodity,Gas/Diesel Oil,42890122262.02153,44697044.087065786,53293031.95236735,0.0,2902091644.202548,0.0,0.0,1688346817.3148189,0.0,0.0,0.0,275289.328667998,0.0,0.0,4555825116.320725,11529269.602248779,16267277.852016792,0.0,97184677.3930838,0.0,0.0,27125.878431846402,0.0,0.0,0.0,236.80622086934673,0.0,0.0
EU27+UK,Commodity,Heavy Fuel Oil,336792561.35830134,61058.59893992751,1612031.6265579958,0.0,820126414.6848758,0.0,0.0,0.0,0.0,0.0,0.0,668916.9671874186,0.0,0.0,949252283.2862368,0.0,38551.26230350885,0.0,87346859.27575052,0.0,0.0,0.0,0.0,0.0,0.0,4644701.0131929405,0.0,0.0
EU27+UK,Commodity,Refinery Gas,0.2303237401228623,0.0,0.0,0.0,7930493.1755941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17058.373087134496,0.0,0.0,0.0,1106.7023082750538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
