Region,Level,Item,production
China,Activity,Mining of iron ores,9752110486.661633
China,Activity,"Mining of lead, zinc and tin ores and concentrates",5407141588.668074
China,Activity,Mining of nickel ores and concentrates,6145426381.426098
China,Activity,Mining of other non-ferrous metal ores and concentrates,49500410296.35838
China,Activity,Mining of precious metal ores and concentrates,30751764208.083294
China,Activity,Mining of uranium and thorium ores (12),1024789106.2326007
China,Activity,N-fertiliser,269415758.08765674
China,Activity,Other business activities (74),527277213498.78125
China,Activity,Other land transport,168877300719.68854
China,Activity,Other non-ferrous metal production,85465259346.4676
China,Activity,Other service activities (93),198010621315.4124
China,Activity,P- and other fertiliser,42509109791.0061
China,Activity,Paper,168510217582.31036
China,Activity,Petroleum Refinery,448513662227.3764
China,Activity,Pigs farming,77808749121.06638
China,Activity,"Plastics, basic",95068332614.80276
China,Activity,Post and telecommunications (64),16351950158.426374
China,Activity,Poultry farming,49495691151.497765
China,Activity,Precious metals production,58060017931.79271
China,Activity,Private households with employed persons (95),33253111122.839535
China,Activity,Processed rice,26494932470.915897
China,Activity,Processing of Food products nec,496707192825.2921
China,Activity,Processing of dairy products,12575530112.592299
China,Activity,Processing of meat cattle,3405391272.124914
China,Activity,Processing of meat pigs,13524963305.84772
China,Activity,Processing of meat poultry,11268310406.387875
China,Activity,Processing of nuclear fuel,60840110.471347556
China,Activity,Processing vegetable oils and fats,31898576613.688713
China,Activity,Production of DFIG generators,0.0
China,Activity,Production of PMG generators,0.0
China,Activity,Production of electricity by Geothermal,14668099.462806568
China,Activity,Production of electricity by biomass and waste,286111919.90963614
China,Activity,Production of electricity by coal,315705958387.0055
China,Activity,Production of electricity by gas,6122647913.3719
China,Activity,Production of electricity by hydro,62077644746.99872
China,Activity,Production of electricity by nuclear,7914025380.547793
China,Activity,Production of electricity by petroleum and other oil derivatives,939507554.2612004
China,Activity,Production of electricity by solar photovoltaic,13714573.045353604
China,Activity,Production of electricity by solar thermal,13890.983460780597
China,Activity,"Production of electricity by tide, wave, ocean",152810.24155596146
China,Activity,Production of electricity by wind,760747997.4901078
China,Activity,Production of electricity nec,2129463179.0833435
China,Activity,Production of meat products nec,49420013363.72962
China,Activity,Production of mono-Si and poli-Si cells,0.0
China,Activity,Production of offshore wind plants,0.0
China,Activity,Production of onshore wind plants,0.0
China,Activity,Production of photovoltaic modules,0.0
China,Activity,Production of photovoltaic plants,0.0
China,Activity,Public administration and defence; compulsory social security (75),633713550919.0723
China,Activity,"Publishing, printing and reproduction of recorded media (22)",169411317042.3697
China,Activity,Pulp,2894740087.143495
China,Activity,Quarrying of sand and clay,63737227466.37298
China,Activity,Quarrying of stone,20851609664.90065
China,Activity,Raw milk,18006448840.397316
China,Activity,Re-processing of ash into clinker,0.0
China,Activity,Re-processing of secondary aluminium into new aluminium,0.0
China,Activity,Re-processing of secondary construction material into aggregates,0.0
China,Activity,Re-processing of secondary copper into new copper,0.0
China,Activity,Re-processing of secondary glass into new glass,0.0
China,Activity,"Re-processing of secondary lead into new lead, zinc and tin",0.0
China,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0
China,Activity,Re-processing of secondary paper into new pulp,166701.22501674196
China,Activity,Re-processing of secondary plastic into new plastic,0.0
China,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0
China,Activity,Re-processing of secondary steel into new steel,0.0
China,Activity,Re-processing of secondary wood material into new wood material,0.0
China,Activity,Real estate activities (70),344876904758.42285
China,Activity,"Recreational, cultural and sporting activities (92)",116657772767.89772
China,Activity,Recycling of bottles by direct reuse,0.0
China,Activity,Recycling of waste and scrap,44857579369.6588
China,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),47842901542.350975
China,Activity,Research and development (73),60154949037.60428
China,Activity,Retail sale of automotive fuel,4771786130.329948
China,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",190622883431.2872
China,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",93994967198.25648
China,Activity,Sea and coastal water transport,65649491350.87686
China,Activity,Steam and hot water supply,8457148358.863312
China,Activity,Sugar refining,5851026010.518605
China,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),291951125651.0412
China,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",135724885855.4986
China,Activity,Transmission of electricity,66599745525.34664
China,Activity,Transport via pipelines,5740991125.68437
China,Activity,Transport via railways,52839913246.302826
China,Activity,"Waste water treatment, food",11883197031.924986
China,Activity,"Waste water treatment, other",21423788283.159935
China,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",279976705610.969
China,Activity,"Wool, silk-worm cocoons",4858450884.179047
EU27+UK,Activity,Activities auxiliary to financial intermediation (67),217167640616.66953
EU27+UK,Activity,Activities of membership organisation n.e.c. (91),222224583899.32022
EU27+UK,Activity,Air transport (62),198865729794.2306
EU27+UK,Activity,Aluminium production,29856099891.6323
EU27+UK,Activity,Animal products nec,1139149753.6136827
EU27+UK,Activity,"Biogasification of food waste, incl. land application",2736634292.0832815
EU27+UK,Activity,"Biogasification of paper, incl. land application",331205891.779372
EU27+UK,Activity,"Biogasification of sewage slugde, incl. land application",14483413104.518158
EU27+UK,Activity,Casting of metals,47075586486.304794
EU27+UK,Activity,Cattle farming,27199640922.283184
EU27+UK,Activity,Chemicals nec,153500534627.34625
EU27+UK,Activity,"Collection, purification and distribution of water (41)",88880981936.94054
EU27+UK,Activity,"Composting of food waste, incl. land application",21155331295.053673
EU27+UK,Activity,"Composting of paper and wood, incl. land application",63481815.83465355
EU27+UK,Activity,Computer and related activities (72),440862644172.81104
EU27+UK,Activity,Construction (45),1758272407107.4927
EU27+UK,Activity,Copper production,53281196150.94458
EU27+UK,Activity,Cultivation of cereal grains nec,34261661846.7923
EU27+UK,Activity,Cultivation of crops nec,34449061215.87752
EU27+UK,Activity,Cultivation of oil seeds,24478030286.225765
EU27+UK,Activity,Cultivation of paddy rice,1432996819.0455983
EU27+UK,Activity,Cultivation of plant-based fibers,957500203.6864374
EU27+UK,Activity,"Cultivation of sugar cane, sugar beet",4621302896.84461
EU27+UK,Activity,"Cultivation of vegetables, fruit, nuts",110566163495.80818
EU27+UK,Activity,Cultivation of wheat,32909646080.935043
EU27+UK,Activity,Distribution and trade of electricity,245525277360.88104
EU27+UK,Activity,Education (80),881111911894.1714
EU27+UK,Activity,Extra-territorial organizations and bodies,17705.223765447405
EU27+UK,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",65917879239.17656
EU27+UK,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",41490899416.24277
EU27+UK,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",253787888.01440346
EU27+UK,Activity,"Financial intermediation, except insurance and pension funding (65)",733004482903.6455
EU27+UK,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",17122637430.661331
EU27+UK,Activity,"Forestry, logging and related service activities (02)",43563087777.34917
EU27+UK,Activity,Health and social work (85),1434356204310.6157
EU27+UK,Activity,Hotels and restaurants (55),899542744142.5541
EU27+UK,Activity,Incineration of waste: Food,11215016777.999119
EU27+UK,Activity,Incineration of waste: Metals and Inert materials,19624647092.940292
EU27+UK,Activity,Incineration of waste: Oil/Hazardous waste,13989041412.462364
EU27+UK,Activity,Incineration of waste: Paper,13575439832.929058
EU27+UK,Activity,Incineration of waste: Plastic,11034070800.771845
EU27+UK,Activity,Incineration of waste: Textiles,2546150353.1612406
EU27+UK,Activity,Incineration of waste: Wood,5892662391.485828
EU27+UK,Activity,Inland water transport,9083749230.854729
EU27+UK,Activity,"Insurance and pension funding, except compulsory social security (66)",349201845496.77277
EU27+UK,Activity,Landfill of waste: Food,13791586910.003082
EU27+UK,Activity,Landfill of waste: Inert/metal/hazardous,15688557004.043404
EU27+UK,Activity,Landfill of waste: Paper,10000765630.440826
EU27+UK,Activity,Landfill of waste: Plastic,3042626607.2639704
EU27+UK,Activity,Landfill of waste: Textiles,1854580015.8905184
EU27+UK,Activity,Landfill of waste: Wood,3166832884.893011
EU27+UK,Activity,"Lead, zinc and tin production",9214963780.212814
EU27+UK,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,119053072100.90492
EU27+UK,Activity,Manufacture of beverages,138463326547.95245
EU27+UK,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",14167146569.434904
EU27+UK,Activity,"Manufacture of cement, lime and plaster",100337081871.30936
EU27+UK,Activity,Manufacture of ceramic goods,27548240039.25866
EU27+UK,Activity,Manufacture of coke oven products,4434191336.451017
EU27+UK,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),317427857023.35803
EU27+UK,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",527997828607.0932
EU27+UK,Activity,Manufacture of fish products,26859480848.112656
EU27+UK,Activity,Manufacture of furniture; manufacturing n.e.c. (36),210486206390.1244
EU27+UK,Activity,Manufacture of gas; distribution of gaseous fuels through mains,178312055549.60675
EU27+UK,Activity,Manufacture of glass and glass products,26741125534.837967
EU27+UK,Activity,Manufacture of machinery and equipment n.e.c. (29),716578812784.8118
EU27+UK,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",181698163017.06158
EU27+UK,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",756517353564.01
EU27+UK,Activity,Manufacture of office machinery and computers (30),67767854263.956825
EU27+UK,Activity,Manufacture of other non-metallic mineral products n.e.c.,38133571999.041985
EU27+UK,Activity,Manufacture of other transport equipment (35),222406635960.07928
EU27+UK,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",186199438434.46588
EU27+UK,Activity,Manufacture of rubber and plastic products (25),285855655935.1755
EU27+UK,Activity,Manufacture of textiles (17),121459249879.31158
EU27+UK,Activity,Manufacture of tobacco products (16),22807434058.17357
EU27+UK,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),100220781445.38937
EU27+UK,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",111344268239.49702
EU27+UK,Activity,"Manure treatment (biogas), storage and land application",22686.511659950804
EU27+UK,Activity,"Manure treatment (conventional), storage and land application",22686.511659950804
EU27+UK,Activity,Meat animals nec,12097100036.323078
EU27+UK,Activity,Mining of aluminium ores and concentrates,228729204.59103
EU27+UK,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",15191373848.154823
EU27+UK,Activity,Mining of coal and lignite; extraction of peat (10),28541913248.52771
EU27+UK,Activity,Mining of copper ores and concentrates,8219946133.655727
EU27+UK,Activity,Mining of iron ores,605268122.1448321
EU27+UK,Activity,"Mining of lead, zinc and tin ores and concentrates",1338371596.506073
EU27+UK,Activity,Mining of nickel ores and concentrates,73336620.71143083
EU27+UK,Activity,Mining of other non-ferrous metal ores and concentrates,1330066070.1487
EU27+UK,Activity,Mining of precious metal ores and concentrates,650188112.7912478
EU27+UK,Activity,Mining of uranium and thorium ores (12),516584156.6774585
EU27+UK,Activity,N-fertiliser,870027418.1951506
EU27+UK,Activity,Other business activities (74),1801434142504.2197
EU27+UK,Activity,Other land transport,600647165124.3811
EU27+UK,Activity,Other non-ferrous metal production,11031081657.15757
EU27+UK,Activity,Other service activities (93),169522548965.87476
EU27+UK,Activity,P- and other fertiliser,7064148102.9158535
EU27+UK,Activity,Paper,118181192511.81848
EU27+UK,Activity,Petroleum Refinery,361690735120.49426
EU27+UK,Activity,Pigs farming,35404071807.58673
EU27+UK,Activity,"Plastics, basic",300247332339.3113
EU27+UK,Activity,Post and telecommunications (64),723895384904.5848
EU27+UK,Activity,Poultry farming,36174375150.68904
EU27+UK,Activity,Precious metals production,16511437425.449715
EU27+UK,Activity,Private households with employed persons (95),70910170164.56345
EU27+UK,Activity,Processed rice,3215899441.8572006
EU27+UK,Activity,Processing of Food products nec,390088538652.3379
EU27+UK,Activity,Processing of dairy products,129553303382.26088
EU27+UK,Activity,Processing of meat cattle,38082867782.68438
EU27+UK,Activity,Processing of meat pigs,47814524868.613495
EU27+UK,Activity,Processing of meat poultry,40932252622.27677
EU27+UK,Activity,Processing of nuclear fuel,5990399229.795504
EU27+UK,Activity,Processing vegetable oils and fats,34315193609.692604
EU27+UK,Activity,Production of DFIG generators,0.0
EU27+UK,Activity,Production of PMG generators,0.0
EU27+UK,Activity,Production of electricity by Geothermal,703391100.0671334
EU27+UK,Activity,Production of electricity by biomass and waste,10644190483.817402
EU27+UK,Activity,Production of electricity by coal,80580896715.61353
EU27+UK,Activity,Production of electricity by gas,103965932702.05408
EU27+UK,Activity,Production of electricity by hydro,26219906686.133606
EU27+UK,Activity,Production of electricity by nuclear,70376393702.88602
EU27+UK,Activity,Production of electricity by petroleum and other oil derivatives,12485440303.489597
EU27+UK,Activity,Production of electricity by solar photovoltaic,572127995.8858178
EU27+UK,Activity,Production of electricity by solar thermal,884515.7172595067
EU27+UK,Activity,"Production of electricity by tide, wave, ocean",93641160.06297478
EU27+UK,Activity,Production of electricity by wind,10654087596.409418
EU27+UK,Activity,Production of electricity nec,3606990166.6932335
EU27+UK,Activity,Production of meat products nec,94908914752.58878
EU27+UK,Activity,Production of mono-Si and poli-Si cells,0.0
EU27+UK,Activity,Production of offshore wind plants,0.0
EU27+UK,Activity,Production of onshore wind plants,0.0
EU27+UK,Activity,Production of photovoltaic modules,0.0
EU27+UK,Activity,Production of photovoltaic plants,0.0
EU27+UK,Activity,Public administration and defence; compulsory social security (75),1179383033005.3367
EU27+UK,Activity,"Publishing, printing and reproduction of recorded media (22)",260713427691.0864
EU27+UK,Activity,Pulp,17727693036.738625
EU27+UK,Activity,Quarrying of sand and clay,25514732197.02215
EU27+UK,Activity,Quarrying of stone,21042908199.810665
EU27+UK,Activity,Raw milk,69181116768.72105
EU27+UK,Activity,Re-processing of ash into clinker,25745800943.89079
EU27+UK,Activity,Re-processing of secondary aluminium into new aluminium,29964571614.11746
EU27+UK,Activity,Re-processing of secondary construction material into aggregates,2693563273.1303587
EU27+UK,Activity,Re-processing of secondary copper into new copper,8814988573.1422
EU27+UK,Activity,Re-processing of secondary glass into new glass,10162006289.099022
EU27+UK,Activity,"Re-processing of secondary lead into new lead, zinc and tin",2990165402.8232384
EU27+UK,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,1660948.9405554673
EU27+UK,Activity,Re-processing of secondary paper into new pulp,39345502783.22394
EU27+UK,Activity,Re-processing of secondary plastic into new plastic,72583734786.12013
EU27+UK,Activity,Re-processing of secondary preciuos metals into new preciuos metals,214667.32953355767
EU27+UK,Activity,Re-processing of secondary steel into new steel,73260608403.28699
EU27+UK,Activity,Re-processing of secondary wood material into new wood material,38597561590.57927
EU27+UK,Activity,Real estate activities (70),1794853822552.935
EU27+UK,Activity,"Recreational, cultural and sporting activities (92)",481080052359.2041
EU27+UK,Activity,Recycling of bottles by direct reuse,8702146026.828777
EU27+UK,Activity,Recycling of waste and scrap,25440208242.724564
EU27+UK,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),235460219197.28387
EU27+UK,Activity,Research and development (73),150431721465.63962
EU27+UK,Activity,Retail sale of automotive fuel,37091312164.387405
EU27+UK,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",395506553628.19116
EU27+UK,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",355672587942.24365
EU27+UK,Activity,Sea and coastal water transport,123833305728.81357
EU27+UK,Activity,Steam and hot water supply,24215169905.069683
EU27+UK,Activity,Sugar refining,17091802126.494394
EU27+UK,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),708350914116.4464
EU27+UK,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",53808199488.8243
EU27+UK,Activity,Transmission of electricity,54095870246.71392
EU27+UK,Activity,Transport via pipelines,18715223581.719257
EU27+UK,Activity,Transport via railways,184636456915.716
EU27+UK,Activity,"Waste water treatment, food",6553832578.430357
EU27+UK,Activity,"Waste water treatment, other",11571200159.937042
EU27+UK,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",818511430220.4395
EU27+UK,Activity,"Wool, silk-worm cocoons",137532000.73220477
RoW,Activity,Activities auxiliary to financial intermediation (67),431532721329.7344
RoW,Activity,Activities of membership organisation n.e.c. (91),218092209106.3853
RoW,Activity,Air transport (62),289417383945.00586
RoW,Activity,Aluminium production,111597791076.5506
RoW,Activity,Animal products nec,60722185864.32056
RoW,Activity,"Biogasification of food waste, incl. land application",3503250573.47493
RoW,Activity,"Biogasification of paper, incl. land application",558825449.5313779
RoW,Activity,"Biogasification of sewage slugde, incl. land application",2227068517.08362
RoW,Activity,Casting of metals,70365290184.3431
RoW,Activity,Cattle farming,144190064387.9486
RoW,Activity,Chemicals nec,996751074475.2761
RoW,Activity,"Collection, purification and distribution of water (41)",123628822420.23178
RoW,Activity,"Composting of food waste, incl. land application",5941732191.810772
RoW,Activity,"Composting of paper and wood, incl. land application",1434624767.696104
RoW,Activity,Computer and related activities (72),649301754470.2458
RoW,Activity,Construction (45),3814847759226.6533
RoW,Activity,Copper production,115507760844.86395
RoW,Activity,Cultivation of cereal grains nec,179829637119.81033
RoW,Activity,Cultivation of crops nec,288664553071.5897
RoW,Activity,Cultivation of oil seeds,97795836187.47217
RoW,Activity,Cultivation of paddy rice,172455566833.30093
RoW,Activity,Cultivation of plant-based fibers,38663319405.83519
RoW,Activity,"Cultivation of sugar cane, sugar beet",55528044313.660576
RoW,Activity,"Cultivation of vegetables, fruit, nuts",492375654168.56494
RoW,Activity,Cultivation of wheat,126599224101.65843
RoW,Activity,Distribution and trade of electricity,263655622229.04224
RoW,Activity,Education (80),1138473258305.3691
RoW,Activity,Extra-territorial organizations and bodies,0.0
RoW,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",1298613029344.4807
RoW,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",355065705192.48035
RoW,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",16983073518.914795
RoW,Activity,"Financial intermediation, except insurance and pension funding (65)",1067590576265.8237
RoW,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",165159938731.25018
RoW,Activity,"Forestry, logging and related service activities (02)",134578499244.00737
RoW,Activity,Health and social work (85),1948268335726.6506
RoW,Activity,Hotels and restaurants (55),1569436562573.13
RoW,Activity,Incineration of waste: Food,16074385398.616787
RoW,Activity,Incineration of waste: Metals and Inert materials,4328758032.993408
RoW,Activity,Incineration of waste: Oil/Hazardous waste,4992703976.4737625
RoW,Activity,Incineration of waste: Paper,16214914602.95784
RoW,Activity,Incineration of waste: Plastic,4599706441.579
RoW,Activity,Incineration of waste: Textiles,3771009599.2285237
RoW,Activity,Incineration of waste: Wood,4626791508.453735
RoW,Activity,Inland water transport,13677643247.232416
RoW,Activity,"Insurance and pension funding, except compulsory social security (66)",582917847983.9153
RoW,Activity,Landfill of waste: Food,98553559700.29858
RoW,Activity,Landfill of waste: Inert/metal/hazardous,40626805646.80478
RoW,Activity,Landfill of waste: Paper,47700973250.52311
RoW,Activity,Landfill of waste: Plastic,35560794522.168564
RoW,Activity,Landfill of waste: Textiles,15981726540.274467
RoW,Activity,Landfill of waste: Wood,18385227141.72546
RoW,Activity,"Lead, zinc and tin production",23732230767.852066
RoW,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,696343570793.8564
RoW,Activity,Manufacture of beverages,257804759801.65424
RoW,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",9153731978.651676
RoW,Activity,"Manufacture of cement, lime and plaster",110919700337.98766
RoW,Activity,Manufacture of ceramic goods,65773345436.733475
RoW,Activity,Manufacture of coke oven products,45269139299.89717
RoW,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),543308159072.5105
RoW,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",739243402678.2114
RoW,Activity,Manufacture of fish products,212006198310.30142
RoW,Activity,Manufacture of furniture; manufacturing n.e.c. (36),346264366906.74866
RoW,Activity,Manufacture of gas; distribution of gaseous fuels through mains,141675910046.78394
RoW,Activity,Manufacture of glass and glass products,90533975748.3818
RoW,Activity,Manufacture of machinery and equipment n.e.c. (29),1032780027297.2719
RoW,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",285987634223.9292
RoW,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",1221789233714.6384
RoW,Activity,Manufacture of office machinery and computers (30),183541690448.45944
RoW,Activity,Manufacture of other non-metallic mineral products n.e.c.,129606370528.65637
RoW,Activity,Manufacture of other transport equipment (35),282778491596.2539
RoW,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",780374038660.8333
RoW,Activity,Manufacture of rubber and plastic products (25),473145849524.954
RoW,Activity,Manufacture of textiles (17),365997955848.6167
RoW,Activity,Manufacture of tobacco products (16),94250584111.75395
RoW,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),225971573453.56866
RoW,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",192893448513.32797
RoW,Activity,"Manure treatment (biogas), storage and land application",0.0
RoW,Activity,"Manure treatment (conventional), storage and land application",0.0
RoW,Activity,Meat animals nec,22584115178.55138
RoW,Activity,Mining of aluminium ores and concentrates,9182197200.8457
RoW,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",36515301628.15213
RoW,Activity,Mining of coal and lignite; extraction of peat (10),166973287632.75745
RoW,Activity,Mining of copper ores and concentrates,89075288624.93832
RoW,Activity,Mining of iron ores,110688250015.65884
RoW,Activity,"Mining of lead, zinc and tin ores and concentrates",26429211956.068443
RoW,Activity,Mining of nickel ores and concentrates,16514622041.652617
RoW,Activity,Mining of other non-ferrous metal ores and concentrates,41132327797.66867
RoW,Activity,Mining of precious metal ores and concentrates,80311791822.48987
RoW,Activity,Mining of uranium and thorium ores (12),16367325728.241928
RoW,Activity,N-fertiliser,3565146858.833842
RoW,Activity,Other business activities (74),1631579866830.8926
RoW,Activity,Other land transport,1163903471476.97
RoW,Activity,Other non-ferrous metal production,56116607580.85916
RoW,Activity,Other service activities (93),396703436216.45374
RoW,Activity,P- and other fertiliser,73628807738.38716
RoW,Activity,Paper,262127223164.45743
RoW,Activity,Petroleum Refinery,1028452534777.5958
RoW,Activity,Pigs farming,113632244435.35352
RoW,Activity,"Plastics, basic",107888975911.7846
RoW,Activity,Post and telecommunications (64),1034092999844.1522
RoW,Activity,Poultry farming,151008138153.51505
RoW,Activity,Precious metals production,74846992859.83064
RoW,Activity,Private households with employed persons (95),99741183764.91272
